address1,address2,address3,alias,categories,city,country,display_address,display_phone,distance,id,image_url,is_closed,latitude,longitude,name,phone,price,rating,review_count,state,transactions,url,zip_code,fema_l1
4010 Bissonnet St,,,daily-juice-cafe-houston-4,"[['juicebars', 'Juice Bars & Smoothies'], ['acaibowls', 'Acai Bowls'], ['wraps', 'Wraps']]",Houston,US,"['4010 Bissonnet St', 'Houston, TX 77005']",(281) 974-3728,9199.972432695084,WxZwTxG0Ov0ozCEbQJkMEw,https://s3-media1.fl.yelpcdn.com/bphoto/2pk5mO8FaHU4CkcxcWbd0g/o.jpg,False,29.7212188,-95.4415218,Daily Juice Cafe,+12819743728,$,3.5,37,TX,[],https://www.yelp.com/biz/daily-juice-cafe-houston-4?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77005,2
619 Richmond Ave,,,republic-roots-houston-2,"[['juicebars', 'Juice Bars & Smoothies'], ['acaibowls', 'Acai Bowls']]",Houston,US,"['619 Richmond Ave', 'Houston, TX 77006']",(832) 925-7464,4192.710955789696,8cw2JoDLRnj0jnhR64JQ6w,https://s3-media3.fl.yelpcdn.com/bphoto/TFyb6eRVxtBLt_QtD1Gxdw/o.jpg,False,29.73404,-95.38772,Republic Roots,+18329257464,$$,4.0,27,TX,"['pickup', 'delivery']",https://www.yelp.com/biz/republic-roots-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77006,2
6700 Ferris,Suite #120,,nekter-juice-bar-bellaire,"[['juicebars', 'Juice Bars & Smoothies'], ['acaibowls', 'Acai Bowls'], ['icecream', 'Ice Cream & Frozen Yogurt']]",Bellaire,US,"['6700 Ferris', 'Suite #120', 'Bellaire, TX 77401']",(713) 492-2033,12560.568435531626,1nog6Md3_67hPVY3lxWX8Q,https://s3-media1.fl.yelpcdn.com/bphoto/yjwMngB_IQlHT4FN_1Sx6Q/o.jpg,False,29.70708,-95.47299,Nekter Juice Bar,+17134922033,$$,4.5,31,TX,"['pickup', 'delivery']",https://www.yelp.com/biz/nekter-juice-bar-bellaire?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77401,2
1200 McKinney St,Ste 371,,juice-girl-houston-6,"[['juicebars', 'Juice Bars & Smoothies'], ['acaibowls', 'Acai Bowls'], ['icecream', 'Ice Cream & Frozen Yogurt']]",Houston,US,"['1200 McKinney St', 'Ste 371', 'Houston, TX 77010']",(832) 834-0191,954.6745133592422,BEVzz-awziWD9w7bgUeYkQ,https://s3-media2.fl.yelpcdn.com/bphoto/Pd2ZcGQEQ0d_di6uxVoiug/o.jpg,False,29.75527,-95.36304,Juice Girl,+18328340191,$$,4.0,5,TX,"['pickup', 'delivery']",https://www.yelp.com/biz/juice-girl-houston-6?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77010,2
2015 S Shepherd Dr,Ste 900,,the-hot-bagel-shop-houston,"[['bakeries', 'Bakeries'], ['sandwiches', 'Sandwiches'], ['bagels', 'Bagels']]",Houston,US,"['2015 S Shepherd Dr', 'Ste 900', 'Houston, TX 77019']",(713) 520-0340,5152.979815892715,n50c6bI61Hyl8iaswaNCsA,https://s3-media3.fl.yelpcdn.com/bphoto/kYluFGaUQRzFj2SKQSKR0Q/o.jpg,False,29.747719835001,-95.4103392342872,The Hot Bagel Shop,+17135200340,$,4.5,526,TX,[],https://www.yelp.com/biz/the-hot-bagel-shop-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77019,2
3119 White Oak Dr,,,golden-bagels-and-coffee-houston,"[['coffee', 'Coffee & Tea'], ['bagels', 'Bagels']]",Houston,US,"['3119 White Oak Dr', 'Houston, TX 77007']",(346) 240-3780,3686.923856906349,V4MEo-MRGb1f0DwZdNpnfw,https://s3-media1.fl.yelpcdn.com/bphoto/UV8vN_hlh01weG-yzJ4KhA/o.jpg,False,29.7814433574579,-95.3917192295194,Golden Bagels & Coffee,+13462403780,$,3.5,187,TX,[],https://www.yelp.com/biz/golden-bagels-and-coffee-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77007,2
5300 Kirby Dr,,,einstein-bros-bagels-houston-5,"[['bagels', 'Bagels']]",Houston,US,"['5300 Kirby Dr', 'Houston, TX 77005']",(713) 528-1992,7078.003914116877,XRxkB4a2NNNwS_qfjmHs0g,https://s3-media1.fl.yelpcdn.com/bphoto/Q9QPWSu-FkyBa5B6prkBEg/o.jpg,False,29.72521,-95.41886,Einstein Bros Bagels,+17135281992,$,2.5,114,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-5?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77005,2
3407 Montrose Blvd,Ste B2,,einstein-bros-bagels-houston-2,"[['bagels', 'Bagels'], ['sandwiches', 'Sandwiches']]",Houston,US,"['3407 Montrose Blvd', 'Ste B2', 'Houston, TX 77006']",(713) 521-3842,3761.651271881899,gsUhM65MpMbFhRppHJym3Q,https://s3-media2.fl.yelpcdn.com/bphoto/R94O15J63Xzgntil4nFDqg/o.jpg,False,29.7421623820772,-95.3906281755854,Einstein Bros Bagels,+17135213842,$,2.5,108,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77006,2
1200 Louisiana St,,,einstein-bros-bagels-houston-15,"[['bagels', 'Bagels']]",Houston,US,"['1200 Louisiana St', 'Houston, TX 77002']",(713) 375-4771,1172.1190360990167,BKpfMdHFJMcdznsOPc8Dfg,https://s3-media1.fl.yelpcdn.com/bphoto/eoGhpQ_Kw2Er7T2cA7mPpQ/o.jpg,False,29.75686,-95.36948,Einstein Bros. Bagels,+17133754771,$,2.5,47,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-15?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77002,2
,,,bagel-dots-houston,"[['bakeries', 'Bakeries'], ['bagels', 'Bagels']]",Houston,US,"['Houston, TX 77056']",(832) 899-5080,10737.489605821367,0ithIXzh4X2sfKO9QcHNUQ,https://s3-media4.fl.yelpcdn.com/bphoto/vqu4IlDvf8xyhyEMPHB16w/o.jpg,False,29.748966217041,-95.4678955078125,Bagel Dots,+18328995080,$,5.0,5,TX,[],https://www.yelp.com/biz/bagel-dots-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77056,2
5525 Weslayan St,,,einstein-bros-bagels-houston-13,"[['bagels', 'Bagels'], ['breakfast_brunch', 'Breakfast & Brunch']]",Houston,US,"['5525 Weslayan St', 'Houston, TX 77005']",(713) 668-4190,9060.639424559502,3VA1vrKf66c3DqPJX2K1BA,https://s3-media4.fl.yelpcdn.com/bphoto/8tQEzKpKWQ5NN3w-Z2U-YQ/o.jpg,False,29.7220767896351,-95.4410912862584,Einstein Bros Bagels,+17136684190,$,2.0,64,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-13?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77005,2
4800 Calhoun Rd,,University of Houston,einstein-bros-bagels-houston-9,"[['bagels', 'Bagels'], ['sandwiches', 'Sandwiches']]",Houston,US,"['4800 Calhoun Rd', 'University of Houston', 'Houston, TX 77004']",(713) 743-8619,4865.87320370743,fUOKoY6skPfz8aVz9KM0EA,https://s3-media4.fl.yelpcdn.com/bphoto/rTSz0KYO_bKbZrJlc5bPHA/o.jpg,False,29.7216216177449,-95.3436412887696,Einstein Bros Bagels,+17137438619,$,2.0,29,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-9?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77004,2
6277 Bertner Ave,Fl 1,Houston Methodist Hospital Walter Tower,einstein-bros-bagels-houston-19,"[['breakfast_brunch', 'Breakfast & Brunch'], ['bagels', 'Bagels']]",Houston,US,"['6277 Bertner Ave', 'Fl 1', 'Houston Methodist Hospital Walter Tower', 'Houston, TX 77030']",(713) 745-6375,6807.265792226281,oL6Qv_5SvMRmUrg3eoYcuw,https://s3-media4.fl.yelpcdn.com/bphoto/RYgV8zPU94DF1AMrzWC_vQ/o.jpg,False,29.710964,-95.397048,Einstein Bros. Bagels,+17137456375,NAN,3.5,3,TX,[],https://www.yelp.com/biz/einstein-bros-bagels-houston-19?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77030,2
1706 Westheimer Rd,,,common-bond-cafe-and-bakery-houston,"[['cafes', 'Cafes'], ['bakeries', 'Bakeries'], ['breakfast_brunch', 'Breakfast & Brunch']]",Houston,US,"['1706 Westheimer Rd', 'Houston, TX 77098']",(713) 529-3535,4666.479423991416,AAf5Mq-xpME2bkB1Z1auaQ,https://s3-media1.fl.yelpcdn.com/bphoto/xZsRV8YaZXPyGC_TZP_fnw/o.jpg,False,29.7428969,-95.4023708,Common Bond Cafe & Bakery,+17135293535,$$,4.0,1891,TX,[],https://www.yelp.com/biz/common-bond-cafe-and-bakery-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77098,2
2517 Airline Dr,,,el-bolillo-bakery-houston,"[['bakeries', 'Bakeries'], ['desserts', 'Desserts'], ['cakeshop', 'Patisserie/Cake Shop']]",Houston,US,"['2517 Airline Dr', 'Houston, TX 77009']",(713) 861-8885,5645.298997018832,0Am7pd4Oz0ZehRyzQPDZYA,https://s3-media2.fl.yelpcdn.com/bphoto/y-Ju6RhsY0umb-TGRX1Skw/o.jpg,False,29.809914,-95.382387,El Bolillo Bakery,+17138618885,$,4.5,398,TX,[],https://www.yelp.com/biz/el-bolillo-bakery-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77009,2
3414 Washington Ave,,,urban-eats-houston-2,"[['newamerican', 'American (New)'], ['bakeries', 'Bakeries'], ['coffee', 'Coffee & Tea']]",Houston,US,"['3414 Washington Ave', 'Houston, TX 77007']",(832) 834-4417,3452.4495396188345,mtGZS8a0TKeLkQbAylbNPg,https://s3-media1.fl.yelpcdn.com/bphoto/7Mmp4o12kVI11OmUgHwEOA/o.jpg,False,29.7695392518322,-95.3949268650834,Urban Eats,+18328344417,$$,4.0,839,TX,"['delivery', 'pickup']",https://www.yelp.com/biz/urban-eats-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77007,2
2015 S Shepherd Dr,Ste 900,,the-hot-bagel-shop-houston,"[['bakeries', 'Bakeries'], ['sandwiches', 'Sandwiches'], ['bagels', 'Bagels']]",Houston,US,"['2015 S Shepherd Dr', 'Ste 900', 'Houston, TX 77019']",(713) 520-0340,5152.979815892715,n50c6bI61Hyl8iaswaNCsA,https://s3-media3.fl.yelpcdn.com/bphoto/kYluFGaUQRzFj2SKQSKR0Q/o.jpg,False,29.747719835001,-95.4103392342872,The Hot Bagel Shop,+17135200340,$,4.5,526,TX,[],https://www.yelp.com/biz/the-hot-bagel-shop-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77019,2
1151-06 Uptown Park Blvd,,,crave-cupcakes-houston,"[['bakeries', 'Bakeries'], ['desserts', 'Desserts'], ['cupcakes', 'Cupcakes']]",Houston,US,"['1151-06 Uptown Park Blvd', 'Houston, TX 77056']",(713) 622-7283,9424.596759189864,Qc_fiNSBnFWb0TtGQRhGCQ,https://s3-media1.fl.yelpcdn.com/bphoto/V1saLBY53kl5VAmNDizdwg/o.jpg,False,29.7558047,-95.4574854,CRAVE Cupcakes,+17136227283,$$,4.0,976,TX,[],https://www.yelp.com/biz/crave-cupcakes-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77056,2
5404 Telephone Rd,,,the-original-kolache-shoppe-houston,"[['bakeries', 'Bakeries'], ['coffee', 'Coffee & Tea']]",Houston,US,"['5404 Telephone Rd', 'Houston, TX 77087']",(713) 649-0711,10500.10124238885,euK9wuqxWiy95YZsfP4t1Q,https://s3-media1.fl.yelpcdn.com/bphoto/vJFsRLDL2LAYtziJYkbhWA/o.jpg,False,29.685915,-95.29719,The Original Kolache Shoppe,+17136490711,$,5.0,194,TX,[],https://www.yelp.com/biz/the-original-kolache-shoppe-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77087,2
3636 Rice Blvd,,,tinys-milk-and-cookies-houston,"[['coffee', 'Coffee & Tea'], ['icecream', 'Ice Cream & Frozen Yogurt'], ['bakeries', 'Bakeries']]",Houston,US,"['3636 Rice Blvd', 'Houston, TX 77005']",(713) 352-3086,8735.770159254442,Jc_Cn6znPteFO1vg0oYtiA,https://s3-media1.fl.yelpcdn.com/bphoto/aGOTEfQbFFrnZgvkERZCFg/o.jpg,False,29.717396,-95.433489,Tinys Milk & Cookies,+17133523086,$,4.5,339,TX,[],https://www.yelp.com/biz/tinys-milk-and-cookies-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77005,2
2316 Elgin St,,,crumbville-houston,"[['vegan', 'Vegan'], ['bakeries', 'Bakeries'], ['cupcakes', 'Cupcakes']]",Houston,US,"['2316 Elgin St', 'Houston, TX 77004']",(281) 935-3352,3220.4507074067506,V70JIMgPjMKqEL-ccQPN_Q,https://s3-media4.fl.yelpcdn.com/bphoto/r-Ri0vqHxR5c88FOB_kMUw/o.jpg,False,29.7344,-95.36537,Crumbville,+12819353352,$,5.0,114,TX,[],https://www.yelp.com/biz/crumbville-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77004,2
2109 Dunlavy St,,,la-guadalupana-bakery-and-café-houston-3,"[['mexican', 'Mexican'], ['bakeries', 'Bakeries']]",Houston,US,"['2109 Dunlavy St', 'Houston, TX 77006']",(713) 522-2301,4423.888973593633,UGvPMhZBM42anu8kpcmg0w,https://s3-media3.fl.yelpcdn.com/bphoto/hat88ZPbgUT_rT3JGRXmtQ/o.jpg,False,29.74687,-95.40188,La Guadalupana Bakery & Café,+17135222301,$,4.0,523,TX,[],https://www.yelp.com/biz/la-guadalupana-bakery-and-caf%C3%A9-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77006,2
2808 Caroline St,Ste 101,,weights-measures-houston-2,"[['bars', 'Bars'], ['bakeries', 'Bakeries'], ['newamerican', 'American (New)']]",Houston,US,"['2808 Caroline St', 'Ste 101', 'Houston, TX 77004']",(713) 654-1970,2582.559275059261,UQN5dh00ezd3L3runX7MlA,https://s3-media1.fl.yelpcdn.com/bphoto/Yd-yAWa5PItOrms3aizVzQ/o.jpg,False,29.742636,-95.372765,Weights + Measures,+17136541970,$$,3.5,691,TX,[],https://www.yelp.com/biz/weights-measures-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77004,2
3100 Chimney Rock Rd,Ste B,,french-riviera-bakery-and-cafe-houston,"[['bakeries', 'Bakeries'], ['breakfast_brunch', 'Breakfast & Brunch'], ['cafes', 'Cafes']]",Houston,US,"['3100 Chimney Rock Rd', 'Ste B', 'Houston, TX 77056']",(713) 783-3264,11797.899761968833,G4SvngsB2x1-c_UnfgI05A,https://s3-media3.fl.yelpcdn.com/bphoto/4x2MYH9razN3Uc1RJGi1aw/o.jpg,False,29.73267,-95.47698,French Riviera Bakery & Cafe,+17137833264,$,4.0,455,TX,[],https://www.yelp.com/biz/french-riviera-bakery-and-cafe-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77056,2
314 Gray St,,,fluff-bake-bar-houston-4,"[['bakeries', 'Bakeries'], ['desserts', 'Desserts'], ['cakeshop', 'Patisserie/Cake Shop']]",Houston,US,"['314 Gray St', 'Houston, TX 77002']",(713) 522-1900,2057.959879547023,noL4ahXAAd6tB9SEn4QojQ,https://s3-media3.fl.yelpcdn.com/bphoto/JduJio0ZRVZ4hSTPCMrzZA/o.jpg,False,29.7519,-95.37702,Fluff Bake Bar,+17135221900,$$,4.0,308,TX,[],https://www.yelp.com/biz/fluff-bake-bar-houston-4?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77002,2
3709 La Branch St,,,retrospect-coffee-bar-houston,"[['coffee', 'Coffee & Tea'], ['creperies', 'Creperies'], ['bakeries', 'Bakeries']]",Houston,US,"['3709 La Branch St', 'Houston, TX 77004']",(713) 993-6600,3357.9068370311606,Lvt02hp-d3OtGQ8XWnrzIw,https://s3-media4.fl.yelpcdn.com/bphoto/z9HZiT_hUXFld934v2gdow/o.jpg,False,29.7359088,-95.3752621,Retrospect Coffee Bar,+17139936600,$,4.5,174,TX,[],https://www.yelp.com/biz/retrospect-coffee-bar-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,77004,2
