id,name,categories,latitude,longitude,review_count,rating,price,zip_code,city,state,country,display_address,display_phone,alias,is_closed,url,lifeline_1,lifeline_2,lifeline_3,lifeline_4,lifeline_5,lifeline_6,lifeline_7,address
-5WyIJGzklrhXJ3a28H1vg,Dino's Pizza,pizza,34.174819899999996,-118.34893999999998,754.0,3.5,$$,91505,Burbank,CA,US,"['3520 W Burbank Blvd', 'Burbank, CA 91505']",(818) 841-3311,dinos-pizza-burbank,False,https://www.yelp.com/biz/dinos-pizza-burbank?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3520 W Burbank Blvd    
-5aXlgQgugFoufAF4oD2_A,What a Cake!,bakeries,29.832363,-95.371666,3.0,5.0,,77022.0,Houston,TX,US,"['255 Deerfield St', 'Houston, TX 77022']",(713) 392-5273,what-a-cake-houston,False,https://www.yelp.com/biz/what-a-cake-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,255 Deerfield St    
-5mkqocrF-ttvK5rIEufHw,Envy Publications,printmedia,29.779727935791,-95.38742065429692,2.0,3.5,,77025.0,Houston,TX,US,"['401 Studewood', 'Ste 309', 'Houston, TX 77025']",(713) 528-3689,envy-publications-houston,False,https://www.yelp.com/biz/envy-publications-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,401 Studewood Ste 309  
-6CSeLdOR5ciojsUSx2YEg,Houston Medical Imaging,medcenters,29.734493,-95.426872,23.0,4.0,,77098.0,Houston,TX,US,"['3310 Richmond Ave', 'Houston, TX 77098']",(713) 589-5231,houston-medical-imaging-houston-3,False,https://www.yelp.com/biz/houston-medical-imaging-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3310 Richmond Ave    
-6oMN4SIXUKZvszx_dg_5w,Ruth's Chris Steak House,steak,29.7385746983004,-95.471458286047,267.0,3.5,$$$,77056.0,Houston,TX,US,"['5433 Westheimer Rd', 'Ste 100', 'Houston, TX 77056']",(713) 840-1433,ruths-chris-steak-house-houston-3,False,https://www.yelp.com/biz/ruths-chris-steak-house-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5433 Westheimer Rd Ste 100  
-7AUbCE0pqu-UqAe-gTBgA,Houston Zoo,zoos,29.71564333,-95.39297333,552.0,4.0,,77030,Houston,TX,US,"['6200 Hermann Park Dr', 'Houston, TX 77030']",(713) 533-6500,houston-zoo-houston-2,False,https://www.yelp.com/biz/houston-zoo-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6200 Hermann Park Dr    
-7BcioB4B5SI4UD-uA7jWw,Araya Artisan Chocolate,chocolate,29.7551927144304,-95.4573067939178,45.0,4.5,$$,77056.0,Houston,TX,US,"['1141 Uptown Park Blvd', 'Ste 00', 'Houston, TX 77056']",(713) 960-0850,araya-artisan-chocolate-houston-3,False,https://www.yelp.com/biz/araya-artisan-chocolate-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1141 Uptown Park Blvd Ste 00  
-7TUQeCVxmjOiyoz09yeLQ,"Jeffrey E Budoff, MD",orthopedists,29.7106781005859,-95.4008560180664,5.0,2.5,,77030.0,Houston,TX,US,"['6560 Fannin St', 'Ste 1016', 'Houston, TX 77030']",(713) 610-4260,jeffrey-e-budoff-md-houston-5,False,https://www.yelp.com/biz/jeffrey-e-budoff-md-houston-5?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6560 Fannin St Ste 1016  
-7UV-Pv7L83U0qVJigiBjw,"Bacon j Robert,MD",psychiatrists,29.81048,-95.43426,4.0,2.0,,77007.0,Houston,TX,US,"['1919 N Lp W', 'Ste 224', 'Bacon Psychiatric Associates', 'Houston, TX 77007']",(713) 621-9698,bacon-j-robert-md-houston,False,https://www.yelp.com/biz/bacon-j-robert-md-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1919 N Lp W Ste 224 Bacon Psychiatric Associates
-7XgO_r-CuHmcZviJiyb5Q,Barbecue Inn,bbq,29.828540000000004,-95.40035999999999,262.0,4.0,$$,77018.0,Houston,TX,US,"['116 W Crosstimbers St', 'Houston, TX 77018']",(713) 695-8112,barbecue-inn-houston,False,https://www.yelp.com/biz/barbecue-inn-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116 W Crosstimbers St    
-7sA5IGiWjGjTU8SrXhIXQ,Budget Restaurant Supply,suppliesrestaurant,29.683182799999997,-95.5614495,3.0,3.5,,77099,Houston,TX,US,"['8800 W Sam Houston Pkwy S', 'Ste 108', 'Houston, TX 77099']",(713) 779-1818,budget-restaurant-supply-houston-3,False,https://www.yelp.com/biz/budget-restaurant-supply-houston-3?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8800 W Sam Houston Pkwy S Ste 108  
-89ExektJ-jKZ87H-8Nxxw,Denny's,tradamerican,29.72125,-95.37604,47.0,2.5,$,77004.0,Houston,TX,US,"['2316 Southmore Rd', 'Houston, TX 77004']",(713) 526-8400,dennys-houston-23,False,https://www.yelp.com/biz/dennys-houston-23?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2316 Southmore Rd    
-8HWIOIgu4LgoYUphzMEAw,Submarine King,sandwiches,34.174064,-118.316116,231.0,4.5,$,91502,Burbank,CA,US,"['261 W Olive Ave', 'Burbank, CA 91502']",(818) 842-1244,submarine-king-burbank-2,False,https://www.yelp.com/biz/submarine-king-burbank-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,261 W Olive Ave    
-8PNcnkApG8Guy7EXdnLbw,First Citizens Bank,banks,29.741474,-95.461425,3.0,2.5,,77056.0,Houston,TX,US,"['5002 C Westheimer Rd', 'Houston, TX 77056']",(713) 479-6000,first-citizens-bank-houston,False,https://www.yelp.com/biz/first-citizens-bank-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5002 C Westheimer Rd    
-9xTq-OREAwv5N0ERUKmxw,Hu's Garden,chinese,29.6737428680791,-95.45898445634458,94.0,3.5,$$,77096.0,Houston,TX,US,"['9905 S Post Oak Rd', 'Houston, TX 77096']",(713) 723-2227,hus-garden-houston,False,https://www.yelp.com/biz/hus-garden-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9905 S Post Oak Rd    
-ASoWEtsmizUX4JuRrrCEQ,Mark's Tropical Fish,aquariums,34.144870000000004,-118.39471999999999,149.0,4.5,,91604,Studio City,CA,US,"['12063 Ventura Pl', 'Studio City, CA 91604']",(818) 762-7700,marks-tropical-fish-studio-city,False,https://www.yelp.com/biz/marks-tropical-fish-studio-city?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12063 Ventura Pl    
-BImKAE7BXubGtBhIO9C9A,Stanton's City Bites,burgers,29.770945,-95.372068,1019.0,4.5,$,77007,Houston,TX,US,"['1420 Edwards St', 'Houston, TX 77007']",(713) 227-4893,stantons-city-bites-houston,False,https://www.yelp.com/biz/stantons-city-bites-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1420 Edwards St    
-Bbah0VTjAKs88SzRwOYfg,Rao Purnima MD,physicians,29.69336,-95.4029599,1.0,5.0,,77054.0,Houston,TX,US,"['7800 Fannin St', 'Houston, TX 77054']",(713) 442-7300,rao-purnima-md-houston,False,https://www.yelp.com/biz/rao-purnima-md-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7800 Fannin St    
-CQkVUNdNnWvcMtcsxXjpg,Whataburger,burgers,29.7059046071383,-95.4122632741928,71.0,3.0,$,77030.0,Houston,TX,US,"['2265 W Holcombe Blvd', 'Houston, TX 77030']",(713) 838-8106,whataburger-houston-19,False,https://www.yelp.com/biz/whataburger-houston-19?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2265 W Holcombe Blvd    
-CW_jNF0-x1RAhlGjX3JUg,Andre's Italian Restaurant,italian,34.0711906,-118.35994170000001,1126.0,4.0,$,90036,Los Angeles,CA,US,"['6332 W 3rd St', 'Los Angeles, CA 90036']",(323) 935-1246,andres-italian-restaurant-los-angeles,False,https://www.yelp.com/biz/andres-italian-restaurant-los-angeles?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6332 W 3rd St    
-CjHVemSRz_PMb3NvQxiPQ,Luigi's Pizzeria,pizza,29.735367,-95.374622,1011.0,4.0,$$,77004,Houston,TX,US,"['3700 Almeda Rd', 'Houston, TX 77004']",(281) 793-3333,luigis-pizzeria-houston,False,https://www.yelp.com/biz/luigis-pizzeria-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3700 Almeda Rd    
-ClWXnDaVRRlP_ZlerD4RQ,Fajita Ciesta,mexican,29.7059027,-95.5395595,1.0,3.0,$,77036,Houston,TX,US,"['8710 Bellaire Blvd', 'Houston, TX 77036']",(713) 534-2485,fajita-ciesta-houston,False,https://www.yelp.com/biz/fajita-ciesta-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8710 Bellaire Blvd    
-DBoKYb9BFz_KeEMyC3iqA,Whataburger,burgers,29.732862856965397,-95.4109188207303,96.0,3.0,$,77098.0,Houston,TX,US,"['3712 S Shepherd Dr', 'Houston, TX 77098']",(713) 529-0216,whataburger-houston-2,False,https://www.yelp.com/biz/whataburger-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3712 S Shepherd Dr    
-DH-78gSb192JpgnBwHyvA,Northern Oaks Orthopedic and Sports Physical Therapy,physicaltherapy,29.811999999999998,-95.43561,2.0,5.0,,77018.0,Houston,TX,US,"['1900 N Lp W', 'Ste 560', 'Houston, TX 77018']",(713) 263-7740,northern-oaks-orthopedic-and-sports-physical-therapy-houston,False,https://www.yelp.com/biz/northern-oaks-orthopedic-and-sports-physical-therapy-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1900 N Lp W Ste 560  
-DjyyX2KtYFtHxg05uSKKQ,Dave & Buster's,arcades,29.785939000000003,-95.464813,326.0,2.0,$$,77024.0,Houston,TX,US,"['7620 Katy Fwy', 'Ste 100', 'Houston, TX 77024']",(713) 263-0303,dave-and-busters-houston-2,False,https://www.yelp.com/biz/dave-and-busters-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7620 Katy Fwy Ste 100  
-EUP_Mc1_3Qq0O3xatJ0Rg,Le 2 Seafood Market,seafoodmarkets,29.843188,-95.473861,12.0,4.5,$,77091.0,Houston,TX,US,"['5405 Antoine Dr', 'Houston, TX 77091']",(713) 681-3474,le-2-seafood-market-houston,False,https://www.yelp.com/biz/le-2-seafood-market-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5405 Antoine Dr    
-F-STvmFOq3C49swZSrdOA,Sticky's Chicken,foodtrucks,29.73275,-95.41292,72.0,4.5,$,77254,Houston,TX,US,"['Houston, TX 77254']",(713) 703-5230,stickys-chicken-houston,False,https://www.yelp.com/biz/stickys-chicken-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,1.0,1.0,     
-FAZ7Y00t-mPbbx8jQxkxg,"Awad Ketti, MD",internalmed,29.71153,-95.40015,2.0,5.0,,77030.0,Houston,TX,US,"['6560 Fannin St', 'Ste 1130', 'Houston, TX 77030']",(713) 394-6724,awad-ketti-md-houston,False,https://www.yelp.com/biz/awad-ketti-md-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6560 Fannin St Ste 1130  
-FC0rOy2pZZkpT0ATUoD1A,Subway,hotdogs,29.7515006192309,-95.46281620970421,11.0,3.5,$,77056.0,Houston,TX,US,"['1605 S Post Oak Ln', 'Houston, TX 77056']",(713) 965-9277,subway-houston-236,False,https://www.yelp.com/biz/subway-houston-236?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1605 S Post Oak Ln    
-Fh2w7Fv0tprmY7-iJQe4g,Dixie Maid,hotdogs,29.776355100000004,-95.3020454,12.0,4.0,$,77020.0,Houston,TX,US,"['6800 Lyons Ave', 'Houston, TX 77020']",(713) 674-3828,dixie-maid-houston,False,https://www.yelp.com/biz/dixie-maid-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6800 Lyons Ave    
-FufhmJr388IriO0yG9Iig,Scrubs & Beyond,uniforms,29.6986881,-95.4011436,37.0,2.0,$$,77030.0,Houston,TX,US,"['7205 Fannin St', 'Houston, TX 77030']",(713) 791-9434,scrubs-and-beyond-houston-2,False,https://www.yelp.com/biz/scrubs-and-beyond-houston-2?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7205 Fannin St    
-GDR0S6WbAISmZ_8pJfm-Q,The Skin Renewal Center,skincare,29.738940000000003,-95.39816,67.0,4.5,$$,77006.0,Houston,TX,US,"['1512 W Alabama St', 'Houston, TX 77006']",(713) 533-0800,the-skin-renewal-center-houston,False,https://www.yelp.com/biz/the-skin-renewal-center-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1512 W Alabama St    
-Gh6cA6WmnqxrC6INXocqw,Subway,sandwiches,29.72298,-95.459119,10.0,2.0,$,77081.0,Houston,TX,US,"['5475 W Lp S', 'Houston, TX 77081']",(713) 667-8220,subway-houston-66,False,https://www.yelp.com/biz/subway-houston-66?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5475 W Lp S    
-Goe6l5ELFJVOGUX0yWh8g,Northwest Baptist Church,churches,29.81799,-95.42873,1.0,5.0,,77018,Houston,TX,US,"['1710 W 34th St', 'Houston, TX 77018']",(713) 686-5885,northwest-baptist-church-houston,False,https://www.yelp.com/biz/northwest-baptist-church-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1710 W 34th St    
-Gwa8hS7qlR1cCA7UZTkjg,McDonald's,burgers,29.6699692142859,-95.4614336695795,18.0,2.0,$,77035.0,Houston,TX,US,"['10315 S Post Oak', 'Houston, TX 77035']",(713) 726-8467,mcdonalds-houston-197,False,https://www.yelp.com/biz/mcdonalds-houston-197?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10315 S Post Oak    
-HLVm44tvKu2V31lz6VQaA,Maggiano's Little Italy,italian,29.745070000000002,-95.460509,609.0,3.5,$$,77056.0,Houston,TX,US,"['2019 Post Oak Blvd', 'Houston, TX 77056']",(713) 961-2700,maggianos-little-italy-houston,False,https://www.yelp.com/biz/maggianos-little-italy-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019 Post Oak Blvd    
-HehAhWriytVtScYpO_xuw,Stush Caribbean Fusion,foodtrucks,29.7509746551514,-95.6124649047852,9.0,4.0,$$,77077,Houston,TX,US,"['Houston, TX 77077']",(832) 404-0663,stush-caribbean-fusion-houston,False,https://www.yelp.com/biz/stush-caribbean-fusion-houston?adjust_creative=i3Qg1cbzjpXgYfDuZ0MhXQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=i3Qg1cbzjpXgYfDuZ0MhXQ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,     
